100|37
100|36
100|35
101|37
100|34
101|36
100|33
101|35
102|37
100|32
101|34
102|36
100|31
101|33
102|35
103|37
100|30
101|32
102|34
103|36
103|37
100|29
101|31
102|33
103|35
103|36
100|28
101|30
102|32
103|34
103|35
104|37
100|27
101|29
102|31
103|33
103|34
104|36
100|26
101|28
102|30
103|32
103|33
104|35
105|37
100|25
101|27
102|29
103|31
103|32
104|34
105|36
100|24
101|26
102|28
103|30
103|31
104|33
105|35
106|37
100|23
101|25
102|27
103|29
103|30
104|32
105|34
106|36
100|22
101|24
102|26
103|28
103|29
104|31
105|33
106|35
107|37
100|21
101|23
102|25
103|27
103|28
104|30
105|32
106|34
107|36
100|20
101|22
102|24
103|26
103|27
104|29
105|31
106|33
107|35
100|19
101|21
102|23
103|25
103|26
104|28
105|30
106|32
107|34
109|37
100|18
101|20
102|22
103|24
103|25
104|27
105|29
106|31
107|33
109|36
100|17
101|19
102|21
103|23
103|24
104|26
105|28
106|30
107|32
109|35
110|37
100|16
101|18
102|20
103|22
103|23
104|25
105|27
106|29
107|31
109|34
110|36
100|15
101|17
102|19
103|21
103|22
104|24
105|26
106|28
107|30
109|33
110|35
100|14
101|16
102|18
103|20
103|21
104|23
105|25
106|27
107|29
109|32
110|34
112|37
100|13
101|15
102|17
103|19
103|20
104|22
105|24
106|26
107|28
109|31
110|33
112|36
112|37
100|12
101|14
102|16
103|18
103|19
104|21
105|23
106|25
107|27
109|30
110|32
112|35
112|36
100|11
101|13
102|15
103|17
103|18
104|20
105|22
106|24
107|26
109|29
110|31
112|34
112|35
100|10
101|12
102|14
103|16
103|17
104|19
105|21
106|23
107|25
109|28
110|30
112|33
112|34
114|37
100|9
101|11
102|13
103|15
103|16
104|18
105|20
106|22
107|24
109|27
110|29
112|32
112|33
114|36
100|8
101|10
102|12
103|14
103|15
104|17
105|19
106|21
107|23
109|26
110|28
112|31
112|32
114|35
100|7
101|9
102|11
103|13
103|14
104|16
105|18
106|20
107|22
109|25
110|27
112|30
112|31
114|34
116|37
100|6
101|8
102|10
103|12
103|13
104|15
105|17
106|19
107|21
109|24
110|26
112|29
112|30
114|33
116|36
116|37
100|5
101|7
102|9
103|11
103|12
104|14
105|16
106|18
107|20
109|23
110|25
112|28
112|29
114|32
116|35
116|36
100|4
101|6
102|8
103|10
103|11
104|13
105|15
106|17
107|19
109|22
110|24
112|27
112|28
114|31
116|34
116|35
100|3
101|5
102|7
103|9
103|10
104|12
105|14
106|16
107|18
109|21
110|23
112|26
112|27
114|30
116|33
116|34
100|2
101|4
102|6
103|8
103|9
104|11
105|13
106|15
107|17
109|20
110|22
112|25
112|26
114|29
116|32
116|33
100|1
101|3
102|5
103|7
103|8
104|10
105|12
106|14
107|16
109|19
110|21
112|24
112|25
114|28
116|31
116|32
117|37
101|2
102|4
103|6
103|7
104|9
105|11
106|13
107|15
109|18
110|20
112|23
112|24
114|27
116|30
116|31
117|36
101|1
102|3
103|5
103|6
104|8
105|10
106|12
107|14
109|17
110|19
112|22
112|23
114|26
116|29
116|30
117|35
102|2
103|4
103|5
104|7
105|9
106|11
107|13
109|16
110|18
112|21
112|22
114|25
116|28
116|29
117|34
102|1
103|3
103|4
104|6
105|8
106|10
107|12
109|15
110|17
112|20
112|21
114|24
116|27
116|28
117|33
103|2
103|3
104|5
105|7
106|9
107|11
109|14
110|16
112|19
112|20
114|23
116|26
116|27
117|32
103|1
103|2
104|4
105|6
106|8
107|10
109|13
110|15
112|18
112|19
114|22
116|25
116|26
117|31
103|1
104|3
105|5
106|7
107|9
109|12
110|14
112|17
112|18
114|21
116|24
116|25
117|30
104|2
105|4
106|6
107|8
109|11
110|13
112|16
112|17
114|20
116|23
116|24
117|29
104|1
105|3
106|5
107|7
109|10
110|12
112|15
112|16
114|19
116|22
116|23
117|28
105|2
106|4
107|6
109|9
110|11
112|14
112|15
114|18
116|21
116|22
117|27
105|1
106|3
107|5
109|8
110|10
112|13
112|14
114|17
116|20
116|21
117|26
106|2
107|4
109|7
110|9
112|12
112|13
114|16
116|19
116|20
117|25
106|1
107|3
109|6
110|8
112|11
112|12
114|15
116|18
116|19
117|24
107|2
109|5
110|7
112|10
112|11
114|14
116|17
116|18
117|23
107|1
109|4
110|6
112|9
112|10
114|13
116|16
116|17
117|22
109|3
110|5
112|8
112|9
114|12
116|15
116|16
117|21
109|2
110|4
112|7
112|8
114|11
116|14
116|15
117|20
109|1
110|3
112|6
112|7
114|10
116|13
116|14
117|19
110|2
112|5
112|6
114|9
116|12
116|13
117|18
110|1
112|4
112|5
114|8
116|11
116|12
117|17
112|3
112|4
114|7
116|10
116|11
117|16
112|2
112|3
114|6
116|9
116|10
117|15
112|1
112|2
114|5
116|8
116|9
117|14
112|1
114|4
116|7
116|8
117|13
114|3
116|6
116|7
117|12
114|2
116|5
116|6
117|11
114|1
116|4
116|5
117|10
116|3
116|4
117|9
116|2
116|3
117|8
116|1
116|2
117|7
116|1
117|6
117|5
117|4
117|3
117|2
117|1
117|37
117|36
117|37
117|35
117|36
117|34
117|35
117|37
117|33
117|34
117|36
117|32
117|33
117|35
116|37
117|31
117|32
117|34
116|36
117|30
117|31
117|33
116|35
116|37
117|29
117|30
117|32
116|34
116|36
117|28
117|29
117|31
116|33
116|35
115|37
117|27
117|28
117|30
116|32
116|34
115|36
117|26
117|27
117|29
116|31
116|33
115|35
114|37
117|25
117|26
117|28
116|30
116|32
115|34
114|36
117|24
117|25
117|27
116|29
116|31
115|33
114|35
113|37
117|23
117|24
117|26
116|28
116|30
115|32
114|34
113|36
117|22
117|23
117|25
116|27
116|29
115|31
114|33
113|35
112|37
117|21
117|22
117|24
116|26
116|28
115|30
114|32
113|34
112|36
117|20
117|21
117|23
116|25
116|27
115|29
114|31
113|33
112|35
111|37
117|19
117|20
117|22
116|24
116|26
115|28
114|30
113|32
112|34
111|36
117|18
117|19
117|21
116|23
116|25
115|27
114|29
113|31
112|33
111|35
110|37
117|17
117|18
117|20
116|22
116|24
115|26
114|28
113|30
112|32
111|34
110|36
110|37
117|16
117|17
117|19
116|21
116|23
115|25
114|27
113|29
112|31
111|33
110|35
110|36
117|15
117|16
117|18
116|20
116|22
115|24
114|26
113|28
112|30
111|32
110|34
110|35
117|14
117|15
117|17
116|19
116|21
115|23
114|25
113|27
112|29
111|31
110|33
110|34
117|13
117|14
117|16
116|18
116|20
115|22
114|24
113|26
112|28
111|30
110|32
110|33
117|12
117|13
117|15
116|17
116|19
115|21
114|23
113|25
112|27
111|29
110|31
110|32
117|11
117|12
117|14
116|16
116|18
115|20
114|22
113|24
112|26
111|28
110|30
110|31
117|10
117|11
117|13
116|15
116|17
115|19
114|21
113|23
112|25
111|27
110|29
110|30
117|9
117|10
117|12
116|14
116|16
115|18
114|20
113|22
112|24
111|26
110|28
110|29
117|8
117|9
117|11
116|13
116|15
115|17
114|19
113|21
112|23
111|25
110|27
110|28
117|7
117|8
117|10
116|12
116|14
115|16
114|18
113|20
112|22
111|24
110|26
110|27
117|6
117|7
117|9
116|11
116|13
115|15
114|17
113|19
112|21
111|23
110|25
110|26
117|5
117|6
117|8
116|10
116|12
115|14
114|16
113|18
112|20
111|22
110|24
110|25
103|37
117|4
117|5
117|7
116|9
116|11
115|13
114|15
113|17
112|19
111|21
110|23
110|24
103|36
117|3
117|4
117|6
116|8
116|10
115|12
114|14
113|16
112|18
111|20
110|22
110|23
103|35
102|37
117|2
117|3
117|5
116|7
116|9
115|11
114|13
113|15
112|17
111|19
110|21
110|22
103|34
102|36
117|1
117|2
117|4
116|6
116|8
115|10
114|12
113|14
112|16
111|18
110|20
110|21
103|33
102|35
101|37
117|1
117|3
116|5
116|7
115|9
114|11
113|13
112|15
111|17
110|19
110|20
103|32
102|34
101|36
117|2
116|4
116|6
115|8
114|10
113|12
112|14
111|16
110|18
110|19
103|31
102|33
101|35
100|37
117|1
116|3
116|5
115|7
114|9
113|11
112|13
111|15
110|17
110|18
103|30
102|32
101|34
100|36
116|2
116|4
115|6
114|8
113|10
112|12
111|14
110|16
110|17
103|29
102|31
101|33
100|35
99|37
116|1
116|3
115|5
114|7
113|9
112|11
111|13
110|15
110|16
103|28
102|30
101|32
100|34
99|36
116|2
115|4
114|6
113|8
112|10
111|12
110|14
110|15
103|27
102|29
101|31
100|33
99|35
98|37
116|1
115|3
114|5
113|7
112|9
111|11
110|13
110|14
103|26
102|28
101|30
100|32
99|34
98|36
115|2
114|4
113|6
112|8
111|10
110|12
110|13
103|25
102|27
101|29
100|31
99|33
98|35
115|1
114|3
113|5
112|7
111|9
110|11
110|12
103|24
102|26
101|28
100|30
99|32
98|34
96|37
114|2
113|4
112|6
111|8
110|10
110|11
103|23
102|25
101|27
100|29
99|31
98|33
96|36
114|1
113|3
112|5
111|7
110|9
110|10
103|22
102|24
101|26
100|28
99|30
98|32
96|35
113|2
112|4
111|6
110|8
110|9
103|21
102|23
101|25
100|27
99|29
98|31
96|34
113|1
112|3
111|5
110|7
110|8
103|20
102|22
101|24
100|26
99|28
98|30
96|33
112|2
111|4
110|6
110|7
103|19
102|21
101|23
100|25
99|27
98|29
96|32
112|1
111|3
110|5
110|6
103|18
102|20
101|22
100|24
99|26
98|28
96|31
111|2
110|4
110|5
103|17
102|19
101|21
100|23
99|25
98|27
96|30
111|1
110|3
110|4
103|16
102|18
101|20
100|22
99|24
98|26
96|29
110|2
110|3
103|15
102|17
101|19
100|21
99|23
98|25
96|28
110|1
110|2
103|14
102|16
101|18
100|20
99|22
98|24
96|27
110|1
103|13
102|15
101|17
100|19
99|21
98|23
96|26
103|12
102|14
101|16
100|18
99|20
98|22
96|25
103|11
102|13
101|15
100|17
99|19
98|21
96|24
103|10
102|12
101|14
100|16
99|18
98|20
96|23
103|9
102|11
101|13
100|15
99|17
98|19
96|22
103|8
102|10
101|12
100|14
99|16
98|18
96|21
103|7
102|9
101|11
100|13
99|15
98|17
96|20
103|6
102|8
101|10
100|12
99|14
98|16
96|19
103|5
102|7
101|9
100|11
99|13
98|15
96|18
103|4
102|6
101|8
100|10
99|12
98|14
96|17
103|3
102|5
